ua_word,en_word,part_of_speech,level
руснявий,russian,adjective,C2
ряснота,abundance,noun,C2
садистка,sadist,noun,C2
саксонка,native,noun,C2
самотник,hermit,noun,C2
самоцвіт,jewel,noun,C2
самітник,hermit,noun,C2
сардинка,sardine,noun,C2
сарматка,sarmatian,noun,C2
сатаніст,satanist,noun,C2
свердлик,gimlet,noun,C2
свинство,swinishness,noun,C2
свирілка,svirel,noun,C2
світання,sunrise,noun,C2
селитися,settle,verb,C2
селяниця,villager,noun,C2
сервітут,easement,noun,C2
середник,semicolon,noun,C2
серпанок,mist,noun,C2
сестриця,endearing,noun,C2
сипанець,granary,noun,C2
сизоокий,having,adjective,C2
сисадмін,sysadmin,noun,C2
скатерть,tablecloth,noun,C2
скакнути,to,verb,C2
скарбона,treasury,noun,C2
складина,crease,noun,C2
скловата,glass,noun,C2
скоблити,to,verb,C2
сковзкий,slippery,adjective,C2
скоринка,crust,noun,C2
скотарка,stockbreeder,noun,C2
скрипіти,creak,verb,C2
скумбрія,mackerel,noun,C2
скімлити,whimper,verb,C2
слинявий,drooly,adjective,C2
слимачок,at,noun,C2
словенка,slovene,noun,C2
смаколик,treat,noun,C2
смартфон,smartphone,noun,C2
смужечка,band,noun,C2
смітник,garbage,noun,C2
сніжний,snowy,adjective,C2
сніговик,snowman,noun,C2
сніговій,snowstorm,noun,C2
сніжинка,snowflake,noun,C2
сніжниця,snowstorm,noun,C2
соусниця,gravy,noun,C2
собачина,dog,noun,A1
солецизм,solecism,noun,C2
солончак,solonchak,noun,C2
сольовий,salt,adjective,C2
сонливий,sleepy,adjective,C2
сонцевик,john,noun,C2
соромити,shame,verb,C2
соціопат,sociopath,noun,C2
сочевиця,lentil,noun,C2
сочитися,trickle,verb,C2
сп'яніти,get,verb,A1
спастися,escape,verb,C2
споминка,memory,noun,C2
споминок,memory,noun,C2
спотичка,skirmish,noun,C2
справжнє,present,noun,C2
спружина,spring,noun,C2
спікерка,spokeswoman,noun,C2
співання,singing,noun,C2
спітніти,to,verb,C2
ставрида,jack,noun,C2
стальний,made,adjective,C2
стамеска,chisel,noun,C2
старушка,old,noun,C2
стельмах,wheelwright,noun,C2
стоколос,brome,noun,C2
страшний,scary,adverb,C2
стрекало,goad,noun,C2
стругати,whittle,verb,C2
стрясати,jolt,verb,C2
стукачка,doorknocker,noun,C2
суверток,bundle,noun,C2
сунутися,scoot,verb,C2
супитися,to,verb,C2
султанат,sultanate,noun,C2
суперека,controversy,noun,C2
сухотний,consumptive,adjective,C2
сфінктер,sphincter,noun,C2
сьогунат,shogunate,noun,C2
сякатися,blow,verb,C2
сіборгій,seaborgium,noun,C2
сілезець,silesian,noun,C2
сільниця,salt,noun,C2
сіромаха,pauper,noun,C2
сіроокий,grey-eyed,adjective,C2
тайський,of,adjective,C2
таджичка,tajik,noun,C2
таксівка,taxi,noun,C2
таранька,taran,noun,C2
тарантас,tarantass,noun,C2
тасувати,shuffle,verb,C2
тахометр,tachometer,noun,C2
твітнути,to,verb,C2
телетайп,teletype,noun,C2
темнота,darkness,noun,C2
теодоліт,theodolite,noun,C2
тепломір,thermometer,noun,C2
терабайт,terabyte,noun,C2
термідор,thermidor,noun,C2
тертушка,grater,noun,C2
тетраедр,tetrahedron,noun,C2
технецій,technetium,noun,C2
тинятися,gad,verb,C2
тиранити,tyrannize,verb,C2
тлумачка,interpreter,noun,C2
торбочка,purse,noun,C2
товкачка,potato,noun,C2
тонзиліт,tonsillitis,noun,C2
тотемізм,totemism,noun,C2
точитися,trickle,verb,C2
трасянка,trasyanka,noun,C2
трейдинг,trading,noun,C2
тремпель,coat,noun,C2
тренажер,simulator,noun,C2
тривний,of,adjective,C2
трийцять,thirty,numeral,C2
трикветр,triquetra,noun,C2
триколор,tricolour,noun,C2
трилобіт,trilobite,noun,C2
трильйон,trillion,numeral,C2
тримаран,trimaran,noun,C2
триріччя,triennium,noun,C2
трифорій,triforium,noun,C2
трифтонг,triphthong,noun,C2
троянець,trojan,noun,C2
троїстий,triple,adjective,C2
трудящий,worker,adjective,C2
трястися,jolt,verb,C2
трясіння,an,noun,C2
турухтан,ruff,noun,C2
тім'ячко,fontanelle,noun,C2
усмішка,grin,noun,C2
убогість,shabbiness,noun,C2
убрання,array,noun,C2
угостити,treat,verb,C2
удаваний,apparent,adjective,C2
ударниця,udarnik,noun,C2
удобрити,to,verb,C2
узуфрукт,usufruct,noun,C2
укривати,cover,verb,C2
умишляти,to,verb,C2
уособити,to,verb,C2
урбанізм,urbanism,noun,C2
утаювати,conceal,verb,C2
утікачка,fugitive,noun,C2
утішання,comfort,noun,C2
уїдливий,caustic,adjective,C2
фан-клуб,fan,noun,C2
фарбарка,dyer,noun,C2
фашистка,fascist,noun,C2
фейковий,fake,adjective,C2
фермерка,farmer,noun,C2
фемініст,feminist,noun,C2
фламінго,flamingo,noun,C2
флейтист,flautist,noun,C2
флеровій,flerovium,noun,C2
флореаль,flor,noun,C2
фрейліна,lady-in-waiting,noun,C2
фунгіцид,fungicide,noun,C2
фундація,foundation,noun,C2
хабарник,bribetaker,noun,C2
халабуда,kennel,noun,C2
халцедон,chalcedony,noun,C2
хаотично,higgledy-piggledy,adverb,C2
харчівня,eatery,noun,C2
хасидизм,hasidism,noun,C2
хвилеріз,breakwater,noun,C2
херсонка,khersonite,noun,C2
хихикати,giggle,verb,C2
хлопійко,little,noun,C2
хмарочка,endearing,noun,C2
ховрашок,gopher,noun,C2
хорогва,flag,noun,C2
хорошуля,beauty,noun,C2
христини,baptism,noun,C2
хрищеник,godson,noun,C2
хрусткий,crispy,adjective,C2
хрущовка,khrushchyovka,noun,C2
хтивість,lust,noun,C2
хутровик,furrier,noun,C2
целакант,coelacanth,noun,C2
целулоїд,celluloid,noun,C2
церувати,darn,verb,C2
цилюрник,barber,noun,C2
цьогоніч,tonight,adverb,C2
частість,frequency,noun,C2
чалапати,squelch,verb,C2
частокіл,paling,noun,C2
чекальня,waiting,noun,C2
чекістка,chekist,noun,C2
черничий,monastic,adjective,C2
черствий,stale,adjective,C2
четвірка,describing,numeral,C2
чинність,force,noun,C2
чистість,cleanliness,noun,C2
чималий,large,adjective,C2
членкиня,female,noun,C2
човгання,shuffle,noun,C2
човнярка,female,noun,C2
чортячий,bloody,adjective,C2
чубитися,scuffle,verb,C2
чудисько,monster,noun,C2
чухатися,itch,verb,C2
чудувати,cause,verb,C2
чіпкість,tenacity,noun,C2
шаленіти,dote,verb,C2
шаманізм,shamanism,noun,C2
шарлатан,mountebank,noun,C2
шарудіти,rustle,verb,C2
шахрайка,scammer,noun,C2
шахістка,chess,noun,C2
швендяти,gad,verb,C2
шестірня,gear,noun,C2
шиплячий,sibilant,adjective,C2
шифоньєр,chiffonier,noun,C2
шльопати,squelch,verb,C2
шмаркати,blow,verb,C2
шморгати,snuffle,verb,C2
шорсткий,rough,adjective,C2
шпиндель,spindle,noun,C2
шпурляти,chuck,verb,C2
шрапнель,shrapnel,noun,C2
штрикати,prod,verb,C2
шумливий,noisy,adjective,C2
щонеділі,sundays,adverb,C2
щонічний,nightly,adjective,C2
щоправда,admittedly,adverb,C2
щосереди,wednesdays,adverb,C2
щосуботи,saturdays,adverb,C2
ювелірка,jeweler,noun,C2
юрбитися,throng,verb,C2
яблучний,apple,adjective,C2
ягнятина,lamb,noun,C2
язичниця,pagan,noun,C2
язиковий,lingual,adjective,C2
єврозона,eurozone,noun,C2
єретичка,heretic,noun,C2
ідіолект,idiolect,noun,C2
ізгинути,die,verb,C2
ізоглоса,isogloss,noun,C2
ільменіт,ilmenite,noun,C2
імбирний,ginger,adjective,C2
імплозія,implosion,noun,C2
інвенція,invention,noun,C2
індичина,turkey,noun,C2
інквілін,inquiline,noun,C2
інтернет,internet,noun,C2
ірландка,irish,noun,C2
ісландка,icelander,noun,C2
італійка,italian,noun,C2
ґеймплей,gameplay,noun,C2
ґешефтяр,speculator,noun,C2
ґеґекати,to,verb,C2
Єлисавета,elizabeth,noun,C2
Єллоунайф,yellowknife,noun,C2
Іловайськ,ilovaisk,noun,C2
Інгушетія,ingushetia,noun,C2
Адапазари,adapazar,noun,C2
Аллахабад,allahabad,noun,C2
Андалусія,andalusia,noun,C2
Асунсьйон,asunci,noun,C2
Бабицький,an,noun,C2
Байрактар,bayraktar,noun,C2
Баранівка,baranivka,noun,C2
Бельмопан,belmopan,noun,C2
Березівка,berezivka,noun,C2
Бобринець,bobrynets,noun,C2
Бобровиця,bobrovytsia,noun,C2
Бобруйськ,babruysk,noun,C2
Богоматір,mother,noun,A1
Боніфацій,bonifatius,noun,C2
Бреславль,wroclaw,noun,C2
Бриджтаун,bridgetown,noun,C2
Бургундія,burgundy,noun,C2
Бірмінгем,birmingham,noun,C2
Білопілля,bilopillia,noun,C2
Вахрушеве,vakhrusheve,noun,C2
Вавилонія,babylonia,noun,C2
Василівка,vasylivka,noun,C2
Вашинґтон,washington,noun,C2
Велиґдень,easter,noun,C2
Верховина,verkhovyna,noun,C2
Вовчанськ,vovchansk,noun,C2
Волочиськ,volochysk,noun,C2
Воніфатій,bonifatius,noun,C2
Воєводина,vojvodina,noun,C2
Вікіпедія,wikipedia,noun,C2
Вільгельм,william,noun,C2
Вісконсин,wisconsin,noun,C2
Газіантеп,gaziantep,noun,C2
Генічеськ,henichesk,noun,C2
Голодомор,holodomor,noun,C2
Голубівка,holubivka,noun,C2
Городенка,horodenka,noun,C2
Грайворон,grayvoron,noun,C2
Гібралтар,gibraltar,noun,C2
Джабалпур,jabalpur,noun,C2
Добромиль,dobromyl,noun,C2
Довжанськ,dovzhansk,noun,C2
Додеканес,dodecanese,noun,C2
Долинська,dolynska,noun,C2
Дубоссари,dub,noun,C2
Дубровиця,dubrovytsia,noun,C2
Заводське,zavodske,noun,C2
Зимогір'я,zymohiria,noun,C2
Знам'янка,znamianka,noun,C2
Зореслава,inflection,noun,C2
Калинівка,kalynivka,noun,C2
Караганда,karaganda,noun,C2
Кацапщина,russia,noun,C2
Квінсленд,queensland,noun,C2
Кельменці,kelmentsi,noun,C2
Клеопатра,cleopatra,noun,C2
Копичинці,kopychyntsi,noun,C2
Корюківка,koriukivka,noun,C2
Костопіль,kostopil,noun,C2
Куп'янськ,kupiansk,noun,C2
Курдистан,kurdistan,noun,C2
Кінгстаун,kingstown,noun,C2
Ломбардія,lombardy,noun,C2
Лібревіль,libreville,noun,C2
Марганець,marhanets,noun,C2
Маастрихт,maastricht,noun,C2
Мадярщина,hungary,noun,C2
Мартиніка,martinique,noun,C2
Маріюпіль,mariupol,noun,C2
Межиріччя,name,noun,A1
Межиріччя,mesopotamia,noun,C2
Меланезія,melanesia,noun,C2
Мирноград,myrnohrad,noun,C2
Мостиська,mostyska,noun,C2
Міннесота,minnesota,noun,C2
Міусинськ,miusynsk,noun,C2
Нгерулмуд,ngerulmud,noun,C2
Нормандія,normandy,noun,C2
Нукуалофа,nuku,noun,C2
Островець,astravyets,noun,C2
Пардубиці,pardubice,noun,C2
Паневежис,panev,noun,C2
Панкратій,pancras,noun,C2
Перпіньян,perpignan,noun,C2
Персефона,persephone,noun,C2
Погребище,pohrebyshche,noun,C2
Подгориця,podgorica,noun,C2
Подільськ,podilsk,noun,C2
Покровськ,pokrovsk,noun,C2
Порт-Віла,port,noun,C2
Приморськ,prymorsk,noun,C2
Пустомити,pustomyty,noun,C2
Радомишль,radomyshl,noun,C2
Радивилів,radyvyliv,noun,C2
Родинське,rodynske,noun,C2
Роздільна,rozdilna,noun,C2
Самарканд,samarkand,noun,C2
Святвечір,christmas,noun,C2
Семенівка,semenivka,noun,C2
Страсбург,strasbourg,noun,C2
Таврійськ,tavriisk,noun,C2
Тамілнаду,tamil,noun,C2
Тель-Авів,tel,noun,C2
Тираспіль,tiraspol,noun,C2
Тянь-Шань,tian,noun,C2
Тяньцзінь,tianjin,noun,C2
Українськ,ukrainsk,noun,C2
Улан-Уде,ulan-ude,noun,C2
Франциска,inflection,noun,C2
Хоростків,khorostkiv,noun,C2
Хрестівка,khrestivka,noun,C2
Чебоксари,cheboksary,noun,C2
Чингісхан,genghis,noun,C2
Чистякове,chystiakove,noun,C2
Чорнобиль,chernobyl,noun,C2
Шрі-Ланка,sri,noun,C2
Юґославія,yugoslavia,noun,C2
Ясинувата,yasynuvata,noun,C2
аґрусовий,gooseberry,adjective,C2
аб'юрація,abjuration,noun,C2
абатський,abbatial,adjective,C2
абазинець,abaza,noun,C2
абластика,ablastics,noun,C2
абонентка,female,noun,C2
аброгація,abrogation,noun,C2
